Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
Mining the genome and regulatory networks.,/pubmed/16563188,"Potapov AP, Wingender E.",Genome Biol. 2006;7(3):309. Epub 2006 Mar 22. No abstract available. ,Genome Biol.  2006,PubMed,citation,PMID:16563188 | PMCID:PMC1557756,pubmed,16563188,create date:2006/03/28 | first author:Potapov AP
The Bioinformatics Program at Washington University's Bernard Becker Medical Library: making it happen.,/pubmed/17522011,"Wang L, Lipsey K, Murray C, Prendergast N, Schoening P.",Med Ref Serv Q. 2007 Summer;26(2):87-98.,Med Ref Serv Q.  2007,PubMed,citation,PMID:17522011,pubmed,17522011,create date:2007/05/25 | first author:Wang L
Bioinformatics of protein allergenicity.,/pubmed/16810731,Gibson J.,Mol Nutr Food Res. 2006 Jul;50(7):591. No abstract available. ,Mol Nutr Food Res.  2006,PubMed,citation,PMID:16810731,pubmed,16810731,create date:2006/07/01 | first author:Gibson J
Bioinformatics meets proteomics--bridging the gap between mass spectrometry data analysis and cell biology.,/pubmed/15290788,"Kearney P, Thibault P.",J Bioinform Comput Biol. 2003 Apr;1(1):183-200.,J Bioinform Comput Biol.  2003,PubMed,citation,PMID:15290788,pubmed,15290788,create date:2004/08/04 | first author:Kearney P
Special issue on statistical bioinformatics.,/pubmed/19783575,Gilks WR.,Stat Methods Med Res. 2009 Oct;18(5):435-6. doi: 10.1177/0962280209349831. No abstract available. ,Stat Methods Med Res.  2009,PubMed,citation,PMID:19783575,pubmed,19783575,create date:2009/09/29 | first author:Gilks WR
Bioinformatics and information technology: reshaping the drug discovery process.,/pubmed/12047878,Augen J.,Drug Discov Today. 2002 Jun 1;7(11):S39-40. No abstract available. ,Drug Discov Today.  2002,PubMed,citation,PMID:12047878,pubmed,12047878,create date:2002/06/06 | first author:Augen J
Poultry breeding in the post-genomics era.,/pubmed/15115194,Bulfield G.,Br Poult Sci. 2004 Feb;45(1):5-8.,Br Poult Sci.  2004,PubMed,citation,PMID:15115194,pubmed,15115194,create date:2004/04/30 | first author:Bulfield G
Institutes prepare for pioneering bioinformatics work.,/pubmed/11449223,Butler D.,Nature. 2001 Jul 12;412(6843):106. No abstract available.  Erratum in: Nature 2001 Aug 2;412(6846):470. ,Nature.  2001,PubMed,citation,PMID:11449223,pubmed,11449223,create date:2001/07/13 | first author:Butler D
Bioinformatics analyses for signal transduction networks.,/pubmed/18989642,"Liu W, Li D, Zhu Y, He F.",Sci China C Life Sci. 2008 Nov;51(11):994-1002. doi: 10.1007/s11427-008-0134-5. Epub 2008 Nov 7.,Sci China C Life Sci.  2008,PubMed,citation,PMID:18989642,pubmed,18989642,create date:2008/11/08 | first author:Liu W
Automatic detection of subsystem/pathway variants in genome analysis.,/pubmed/15961494,"Ye Y, Osterman A, Overbeek R, Godzik A.",Bioinformatics. 2005 Jun;21 Suppl 1:i478-86.,Bioinformatics.  2005,PubMed,citation,PMID:15961494,pubmed,15961494,create date:2005/06/18 | first author:Ye Y
An Ariadne's thread to the identification and annotation of noncoding RNAs in eukaryotes.,/pubmed/19383843,"Soldà G, Makunin IV, Sezerman OU, Corradin A, Corti G, Guffanti A.",Brief Bioinform. 2009 Sep;10(5):475-89. doi: 10.1093/bib/bbp022. Epub 2009 Apr 21. Review.,Brief Bioinform.  2009,PubMed,citation,PMID:19383843,pubmed,19383843,create date:2009/04/23 | first author:Soldà G
Baywatch: San Francisco.,/pubmed/14961125,Smaglik P.,Nature. 2004 Feb 12;427(6975):658-9. No abstract available. ,Nature.  2004,PubMed,citation,PMID:14961125,pubmed,14961125,create date:2004/02/13 | first author:Smaglik P
Genomics: is it ready for primetime?,/pubmed/22391256,"Dandona S, Stewart AF, Roberts R.",Med Clin North Am. 2012 Jan;96(1):113-22. doi: 10.1016/j.mcna.2012.01.018. Review.,Med Clin North Am.  2012,PubMed,citation,PMID:22391256,pubmed,22391256,create date:2012/03/07 | first author:Dandona S
Development of biomarker classifiers from high-dimensional data.,/pubmed/19346320,"Baek S, Tsai CA, Chen JJ.",Brief Bioinform. 2009 Sep;10(5):537-46. doi: 10.1093/bib/bbp016. Epub 2009 Apr 3. Review.,Brief Bioinform.  2009,PubMed,citation,PMID:19346320,pubmed,19346320,create date:2009/04/07 | first author:Baek S
FunNet: an integrative tool for exploring transcriptional interactions.,/pubmed/18799481,"Prifti E, Zucker JD, Clement K, Henegar C.",Bioinformatics. 2008 Nov 15;24(22):2636-8. doi: 10.1093/bioinformatics/btn492. Epub 2008 Sep 17.,Bioinformatics.  2008,PubMed,citation,PMID:18799481,pubmed,18799481,create date:2008/09/19 | first author:Prifti E
"The end of ""naive reductionism"": rise of systems biology or renaissance of physiology?",/pubmed/15840560,Strange K.,Am J Physiol Cell Physiol. 2005 May;288(5):C968-74. Review.,Am J Physiol Cell Physiol.  2005,PubMed,citation,PMID:15840560,pubmed,15840560,create date:2005/04/21 | first author:Strange K
The emerging era of genomic data integration for analyzing splice isoform function.,/pubmed/24951248,"Li HD, Menon R, Omenn GS, Guan Y.",Trends Genet. 2014 Aug;30(8):340-7. doi: 10.1016/j.tig.2014.05.005. Epub 2014 Jun 17. Review.,Trends Genet.  2014,PubMed,citation,PMID:24951248 | PMCID:PMC4112133,pubmed,24951248,create date:2014/06/22 | first author:Li HD
Proteomic approaches to dissect platelet function: Half the story.,/pubmed/16926286,"Gnatenko DV, Perrotta PL, Bahou WF.",Blood. 2006 Dec 15;108(13):3983-91. Epub 2006 Aug 22. Review.,Blood.  2006,PubMed,citation,PMID:16926286 | PMCID:PMC1895451,pubmed,16926286,create date:2006/08/24 | first author:Gnatenko DV
Genome update: lactic acid bacteria genome sequencing is booming.,/pubmed/16339927,"Liu M, van Enckevort FH, Siezen RJ.",Microbiology. 2005 Dec;151(Pt 12):3811-4. No abstract available. ,Microbiology.  2005,PubMed,citation,PMID:16339927,pubmed,16339927,create date:2005/12/13 | first author:Liu M
Bioinformatics: a holistic approach to drug discovery.,/pubmed/12110232,Kahn S.,Drug Discov Today. 2002 Jun 15;7(12):633-4. No abstract available. ,Drug Discov Today.  2002,PubMed,citation,PMID:12110232,pubmed,12110232,create date:2002/07/12 | first author:Kahn S
What can metabolomics learn from genomics and proteomics?,/pubmed/19850466,Arita M.,Curr Opin Biotechnol. 2009 Dec;20(6):610-5. doi: 10.1016/j.copbio.2009.09.011. Epub 2009 Oct 21.,Curr Opin Biotechnol.  2009,PubMed,citation,PMID:19850466,pubmed,19850466,create date:2009/10/24 | first author:Arita M
Shedding light on black boxes in protein identification.,/pubmed/24678044,"Vaudel M, Venne AS, Berven FS, Zahedi RP, Martens L, Barsnes H.",Proteomics. 2014 May;14(9):1001-5. doi: 10.1002/pmic.201300488. Epub 2014 Mar 20.,Proteomics.  2014,PubMed,citation,PMID:24678044,pubmed,24678044,create date:2014/03/29 | first author:Vaudel M
Proteomics/genomics and signaling in lymphocytes.,/pubmed/15134783,"Wollscheid B, Watts JD, Aebersold R.",Curr Opin Immunol. 2004 Jun;16(3):337-44. Review.,Curr Opin Immunol.  2004,PubMed,citation,PMID:15134783,pubmed,15134783,create date:2004/05/12 | first author:Wollscheid B
Bioinformatics in disease endemic countries.,/pubmed/12549850,[No authors listed],Lepr Rev. 2002 Dec;73(4):403-4. No abstract available. ,Lepr Rev.  2002,PubMed,citation,PMID:12549850,pubmed,12549850,create date:2003/01/29
Peptidomics coming of age: a review of contributions from a bioinformatics angle.,/pubmed/20377245,"Menschaert G, Vandekerckhove TT, Baggerman G, Schoofs L, Luyten W, Van Criekinge W.",J Proteome Res. 2010 May 7;9(5):2051-61. doi: 10.1021/pr900929m. Review.,J Proteome Res.  2010,PubMed,citation,PMID:20377245,pubmed,20377245,create date:2010/04/10 | first author:Menschaert G
Model-supported data analysis: some biological principles and examples.,/pubmed/19949949,Alt W.,J Math Biol. 2010 Dec;61(6):899-903. doi: 10.1007/s00285-009-0310-7. No abstract available. ,J Math Biol.  2010,PubMed,citation,PMID:19949949,pubmed,19949949,create date:2009/12/02 | first author:Alt W
"Small RNAs and their big implications: in vivo, in vitro, in silico.",/pubmed/18347434,"Heindl K, Pezic D, Gebeshuber C.",RNA Biol. 2007 Nov;4(3):165-8. No abstract available. ,RNA Biol.  2007,PubMed,citation,PMID:18347434,pubmed,18347434,create date:2008/03/19 | first author:Heindl K
Novel omics technologies in nutrition research.,/pubmed/18164161,"Zhang X, Yap Y, Wei D, Chen G, Chen F.",Biotechnol Adv. 2008 Mar-Apr;26(2):169-76. doi: 10.1016/j.biotechadv.2007.11.002. Epub 2007 Nov 19. Review.,Biotechnol Adv.  2008,PubMed,citation,PMID:18164161,pubmed,18164161,create date:2008/01/01 | first author:Zhang X
EYE on bioinformatics: dissecting complex disease traits in silico.,/pubmed/15130846,"Leung YF, Pang CP.",Appl Bioinformatics. 2002;1(2):69-80. Review.,Appl Bioinformatics.  2002,PubMed,citation,PMID:15130846,pubmed,15130846,create date:2004/05/08 | first author:Leung YF
"Yves Moreau and Jaap Heringa, on behalf of the ECCB10 organizing and steering committees.",/pubmed/20823300,"Moreau Y, Heringa J.",Bioinformatics. 2010 Sep 15;26(18):i412-3. doi: 10.1093/bioinformatics/btq482. No abstract available. ,Bioinformatics.  2010,PubMed,citation,PMID:20823300 | PMCID:PMC2935438,pubmed,20823300,create date:2010/09/09 | first author:Moreau Y
"[Bioinformatics and physiology--measurement, analysis, and interpretation of biological data].",/pubmed/11544755,"Yamamoto M, Nakao M.",Nihon Seirigaku Zasshi. 2001;63(1):13-6. Review. Japanese.  No abstract available. ,Nihon Seirigaku Zasshi.  2001,PubMed,citation,PMID:11544755,pubmed,11544755,create date:2001/09/08 | first author:Yamamoto M
Making decisions for structural genomics.,/pubmed/12846396,"Rodrigues A, Hubbard RE.",Brief Bioinform. 2003 Jun;4(2):150-67.,Brief Bioinform.  2003,PubMed,citation,PMID:12846396,pubmed,12846396,create date:2003/07/09 | first author:Rodrigues A
Dimensionality and dependence problems in statistical genomics.,/pubmed/12846397,Liò P.,Brief Bioinform. 2003 Jun;4(2):168-77.,Brief Bioinform.  2003,PubMed,citation,PMID:12846397,pubmed,12846397,create date:2003/07/09 | first author:Liò P
MatrixCatch--a novel tool for the recognition of composite regulatory elements in promoters.,/pubmed/23924163,"Deyneko IV, Kel AE, Kel-Margoulis OV, Deineko EV, Wingender E, Weiss S.",BMC Bioinformatics. 2013 Aug 8;14:241. doi: 10.1186/1471-2105-14-241.,BMC Bioinformatics.  2013,PubMed,citation,PMID:23924163 | PMCID:PMC3754795,pubmed,23924163,create date:2013/08/09 | first author:Deyneko IV
Bioinformatics and molecular medicine--introduction and call for papers.,/pubmed/9020378,Bork P.,J Mol Med (Berl). 1997 Jan;75(1):3-4. No abstract available. ,J Mol Med (Berl).  1997,PubMed,citation,PMID:9020378,pubmed,9020378,create date:1997/01/01 | first author:Bork P
MS-BID: a Java package for label-free LC-MS-based comparative proteomic analysis.,/pubmed/18805798,"Hwang D, Zhang N, Lee H, Yi E, Zhang H, Lee IY, Hood L, Aebersold R.",Bioinformatics. 2008 Nov 15;24(22):2641-2. doi: 10.1093/bioinformatics/btn491. Epub 2008 Sep 19.,Bioinformatics.  2008,PubMed,citation,PMID:18805798 | PMCID:PMC2579714,pubmed,18805798,create date:2008/09/23 | first author:Hwang D
Proceedings from the Great Lakes Bioinformatics Conference 2011. Preface.,/pubmed/22536859,"Colvin RA, Liu J.",BMC Bioinformatics. 2012 Mar 13;13 Suppl 2:I1. doi: 10.1186/1471-2105-13-S2-I1. No abstract available. ,BMC Bioinformatics.  2012,PubMed,citation,PMID:22536859 | PMCID:PMC3471336,pubmed,22536859,create date:2012/05/02 | first author:Colvin RA
A study of microRNAs in silico and in vivo.,/pubmed/19250315,Kim S.,FEBS J. 2009 Apr;276(8):2139. doi: 10.1111/j.1742-4658.2009.06931.x. Epub 2009 Feb 25. No abstract available. ,FEBS J.  2009,PubMed,citation,PMID:19250315,pubmed,19250315,create date:2009/03/03 | first author:Kim S
"An interview with Jim Hopkins, CEO of Tripos Discovery Informatics. Interview by Wendy A. Warr.",/pubmed/17611795,Hopkins J.,J Comput Aided Mol Des. 2007 Jul;21(7):359-60. No abstract available. ,J Comput Aided Mol Des.  2007,PubMed,citation,PMID:17611795,pubmed,17611795,create date:2007/07/06 | first author:Hopkins J
Algorithm of OMA for large-scale orthology inference.,/pubmed/19055798,"Roth AC, Gonnet GH, Dessimoz C.",BMC Bioinformatics. 2008 Dec 4;9:518. doi: 10.1186/1471-2105-9-518. Erratum in: BMC Bioinformatics.2009;10. doi:10.1186/1471-2105-10-220. ,BMC Bioinformatics.  2008,PubMed,citation,PMID:19055798 | PMCID:PMC2639434,pubmed,19055798,create date:2008/12/06 | first author:Roth AC
Integrating medical and genomic data: a successful example for rare diseases.,/pubmed/17108515,"Dias GS, Oliveira JL, Vicente J, Martin-Sanchez F.",Stud Health Technol Inform. 2006;124:125-30.,Stud Health Technol Inform.  2006,PubMed,citation,PMID:17108515,pubmed,17108515,create date:2006/11/17 | first author:Dias GS
On the limits of computational functional genomics for bacterial lifestyle prediction.,/pubmed/24855068,"Barbosa E, Röttger R, Hauschild AC, Azevedo V, Baumbach J.",Brief Funct Genomics. 2014 Sep;13(5):398-408. doi: 10.1093/bfgp/elu014. Epub 2014 May 22.,Brief Funct Genomics.  2014,PubMed,citation,PMID:24855068,pubmed,24855068,create date:2014/05/24 | first author:Barbosa E
Microscopic marvels.,/pubmed/19494861,[No authors listed],Nature. 2009 Jun 4;459(7247):615. doi: 10.1038/459615a. No abstract available. ,Nature.  2009,PubMed,citation,PMID:19494861,pubmed,19494861,create date:2009/06/06
"Proteomic biomarkers for blast neurotrauma: targeting cerebral edema, inflammation, and neuronal death cascades.",/pubmed/19397421,"Agoston DV, Gyorgy A, Eidelman O, Pollard HB.",J Neurotrauma. 2009 Jun;26(6):901-11. doi: 10.1089/neu.2008.0724. Review.,J Neurotrauma.  2009,PubMed,citation,PMID:19397421,pubmed,19397421,create date:2009/04/29 | first author:Agoston DV
[Gene regulation and bioinformatics].,/pubmed/15689328,"Bichet A, Polverari D, Malpertuy A.",Bull Cancer. 2005 Jan;92(1):97-107. Review. French. ,Bull Cancer.  2005,PubMed,citation,PMID:15689328,pubmed,15689328,create date:2005/02/04 | first author:Bichet A
Forecast calls for clouds over biological computing.,/pubmed/20057394,May M.,Nat Med. 2010 Jan;16(1):6. doi: 10.1038/nm0110-6a. No abstract available. ,Nat Med.  2010,PubMed,citation,PMID:20057394,pubmed,20057394,create date:2010/01/09 | first author:May M
A biological/computational approach to culture(s) is cognitive science.,/pubmed/24482334,Biró T.,Top Cogn Sci. 2014 Jan;6(1):140-2. doi: 10.1111/tops.12057. Epub 2013 Nov 8. No abstract available. ,Top Cogn Sci.  2014,PubMed,citation,PMID:24482334,pubmed,24482334,create date:2014/02/01 | first author:Biró T
"JBCB, the first decade.",/pubmed/24969743,"Wooley J, Li M, Wong L.",J Bioinform Comput Biol. 2014 Jun;12(3):1401001. doi: 10.1142/S021972001401001X. Epub 2014 Jun 16. No abstract available. ,J Bioinform Comput Biol.  2014,PubMed,citation,PMID:24969743,pubmed,24969743,create date:2014/06/28 | first author:Wooley J
Large scale hierarchical clustering of protein sequences.,/pubmed/15663796,"Krause A, Stoye J, Vingron M.",BMC Bioinformatics. 2005 Jan 22;6:15.,BMC Bioinformatics.  2005,PubMed,citation,PMID:15663796 | PMCID:PMC547898,pubmed,15663796,create date:2005/01/25 | first author:Krause A
EMBL rescue package keeps bioinformatics centre running. European Molecular Biology Laboratory.,/pubmed/10591193,Abbott A.,Nature. 1999 Dec 2;402(6761):450. No abstract available. ,Nature.  1999,PubMed,citation,PMID:10591193,pubmed,10591193,create date:1999/12/11 | first author:Abbott A
"Plasmo2D"": an ancillary proteomic tool to aid identification of proteins from Plasmodium falciparum.",/pubmed/16335988,"Khachane A, Kumar R, Jain S, Jain S, Banumathy G, Singh V, Nagpal S, Tatu U.",J Proteome Res. 2005 Nov-Dec;4(6):2369-74.,J Proteome Res.  2005,PubMed,citation,PMID:16335988,pubmed,16335988,create date:2005/12/13 | first author:Khachane A
Genomics. Annotation of the Drosophila genome.,/pubmed/11357119,"Karlin S, Bergman A, Gentles AJ.",Nature. 2001 May 17;411(6835):259-60. No abstract available. ,Nature.  2001,PubMed,citation,PMID:11357119,pubmed,11357119,create date:2001/05/18 | first author:Karlin S
Toward computational systems biology.,/pubmed/15054221,You L.,Cell Biochem Biophys. 2004;40(2):167-84. Review.,Cell Biochem Biophys.  2004,PubMed,citation,PMID:15054221,pubmed,15054221,create date:2004/04/01 | first author:You L
The new quantitative biology.,/pubmed/15338653,Olson MV.,Cold Spring Harb Symp Quant Biol. 2003;68:495-502. No abstract available. ,Cold Spring Harb Symp Quant Biol.  2003,PubMed,citation,PMID:15338653,pubmed,15338653,create date:2004/09/02 | first author:Olson MV
Consensus based validation of membrane porins.,/pubmed/15752072,"Katta AV, Marikkannu R, Basaiawmoit RV, Krishnaswamy S.",In Silico Biol. 2004;4(4):549-61.,In Silico Biol.  2004,PubMed,citation,PMID:15752072,pubmed,15752072,create date:2005/03/09 | first author:Katta AV
Identifying biological themes within lists of genes with EASE.,/pubmed/14519205,"Hosack DA, Dennis G Jr, Sherman BT, Lane HC, Lempicki RA.",Genome Biol. 2003;4(10):R70. Epub 2003 Sep 11.,Genome Biol.  2003,PubMed,citation,PMID:14519205 | PMCID:PMC328459,pubmed,14519205,create date:2003/10/02 | first author:Hosack DA
Recent advances in bioinformatics in the medical research environment and applications to the study of skin diseases.,/pubmed/11003725,Cuticchia AJ.,J Cutan Med Surg. 2000 Jul;4(3):169-73. Review.,J Cutan Med Surg.  2000,PubMed,citation,PMID:11003725,pubmed,11003725,create date:2000/09/26 | first author:Cuticchia AJ
Chemistry: power play.,/pubmed/18202619,Borrell B.,Nature. 2008 Jan 17;451(7176):240-3. doi: 10.1038/451240a. No abstract available. ,Nature.  2008,PubMed,citation,PMID:18202619,pubmed,18202619,create date:2008/01/19 | first author:Borrell B
"Highlights of B/D-HPP and HPP Resource Pillar Workshops at 12th Annual HUPO World Congress of Proteomics: September 14-18, 2013, Yokohama, Japan.",/pubmed/24596128,"Aebersold R, Bader GD, Edwards AM, van Eyk J, Kussman M, Qin J, Omenn GS.",Proteomics. 2014 May;14(9):975-88. doi: 10.1002/pmic.201400041.,Proteomics.  2014,PubMed,citation,PMID:24596128,pubmed,24596128,create date:2014/03/07 | first author:Aebersold R
